2 1
5.212	0.495	1.000
2.509	-3.882	1.000
-4.353	3.332	1.000
1.490	4.071	1.000
-9.741	9.753	0.000
6.451	-1.883	0.000
5.215	-4.612	0.000
-1.733	5.883	0.000
2.571	3.049	1.000
-5.639	-5.395	0.000
-4.662	-8.715	0.000
-6.164	3.618	0.000
-1.652	-8.276	0.000
9.002	-5.912	0.000
1.767	-3.418	1.000
-6.817	-3.303	0.000
-5.524	-1.706	1.000
9.018	-1.857	0.000
-5.487	-2.763	0.000
2.107	2.268	1.000
1.646	1.132	0.000
-8.572	2.290	0.000
3.325	-6.939	0.000
-7.346	-3.961	0.000
6.546	2.437	0.000
-9.020	-2.341	0.000
-4.635	-1.181	1.000
8.185	0.562	0.000
7.201	-4.869	0.000
-1.863	-7.413	0.000
9.922	0.340	0.000
-2.963	-5.027	1.000
-3.248	-9.730	0.000
-8.003	9.388	0.000
7.728	-6.879	0.000
-6.993	-9.111	0.000
8.007	0.371	0.000
1.990	9.060	0.000
-7.986	-7.100	0.000
-6.687	5.270	0.000
1.401	2.549	0.000
-9.075	-5.689	0.000
7.151	4.880	0.000
6.931	7.309	0.000
-9.785	-6.792	0.000
-7.019	3.883	0.000
-3.359	6.467	0.000
-8.015	5.667	0.000
-9.816	-3.306	0.000
-7.317	-2.017	0.000
2.033	-6.424	0.000
4.903	0.088	1.000
4.376	-1.374	1.000
-7.879	-0.560	0.000
-5.338	0.997	1.000
-8.931	-8.074	0.000
3.896	-6.370	0.000
6.438	3.375	0.000
-8.271	-5.888	0.000
9.854	-5.013	0.000
2.581	4.884	1.000
8.732	0.295	0.000
1.157	-3.754	1.000
9.988	-5.665	0.000
-1.477	-0.373	0.000
-5.426	-1.215	1.000
4.985	-9.132	0.000
1.545	5.190	1.000
-8.248	-4.422	0.000
-1.051	-3.043	1.000
7.137	-3.082	0.000
-7.846	4.607	0.000
9.610	-2.231	0.000
-3.190	3.393	1.000
-6.698	-8.699	0.000
-2.849	-8.394	0.000
6.202	-8.621	0.000
2.646	7.556	0.000
-8.353	7.207	0.000
-6.082	3.070	0.000
4.711	-3.190	1.000
-5.069	2.033	1.000
-9.858	1.255	0.000
-6.045	-9.187	0.000
