2 1
5.107	1.987	1.000
-0.279	8.779	0.000
-2.893	-5.787	0.000
-6.515	-7.623	0.000
-9.911	-0.047	0.000
-7.903	6.907	0.000
-7.874	-0.744	0.000
3.878	-9.095	0.000
-8.561	-0.092	0.000
1.845	-9.933	0.000
8.472	-7.207	0.000
7.556	-3.081	0.000
-5.885	5.430	0.000
9.075	-6.247	0.000
-3.802	-6.986	0.000
-9.342	0.290	0.000
-1.986	7.744	0.000
-7.307	-1.450	0.000
-6.376	3.739	0.000
8.163	-1.657	0.000
1.701	0.088	1.000
-3.230	3.265	1.000
-5.341	6.733	0.000
5.280	3.774	0.000
-6.987	1.909	0.000
-7.554	5.813	0.000
-0.449	-6.040	0.000
-1.729	0.565	1.000
-9.583	1.139	0.000
-2.110	-6.860	0.000
7.465	-1.713	0.000
6.889	-8.554	0.000
4.710	0.229	1.000
-2.797	7.578	0.000
-2.556	2.790	1.000
6.807	0.863	0.000
-8.187	0.489	0.000
5.701	-7.369	0.000
-9.415	6.004	0.000
-0.767	-4.436	1.000
-1.324	8.784	0.000
-1.402	6.896	0.000
8.936	1.498	0.000
1.811	-9.095	0.000
4.998	3.155	1.000
0.050	-6.315	0.000
-1.545	4.804	1.000
-3.324	1.154	1.000
3.808	3.786	1.000
8.866	-3.676	0.000
3.870	6.720	0.000
-7.579	-9.186	0.000
-6.938	-7.986	0.000
-8.254	2.472	0.000
-1.886	-6.028	0.000
6.853	6.924	0.000
6.961	1.087	0.000
1.131	-7.145	0.000
3.914	0.237	1.000
8.541	-2.456	0.000
7.336	-6.837	0.000
3.094	0.857	1.000
2.131	6.550	0.000
-4.862	-2.752	1.000
-2.568	-7.256	0.000
-0.572	-9.902	0.000
-6.788	-6.132	0.000
8.681	-3.679	0.000
7.646	5.415	0.000
-4.441	-9.392	0.000
9.306	0.402	0.000
4.208	4.342	0.000
6.403	-5.208	0.000
6.299	0.899	0.000
3.578	7.253	0.000
-2.568	0.463	1.000
-8.955	-2.867	0.000
-2.755	3.532	1.000
-0.447	-4.261	1.000
-6.020	-3.789	0.000
8.094	-4.290	0.000
1.675	0.213	1.000
0.517	3.869	1.000
0.713	-9.025	0.000
1.493	4.960	1.000
-5.350	-2.925	0.000
3.883	4.103	1.000
-7.857	-0.102	0.000
5.535	1.467	1.000
0.521	-1.477	1.000
5.404	0.486	1.000
4.113	-1.537	1.000
9.492	3.415	0.000
6.569	9.262	0.000
-8.046	0.657	0.000
-8.201	-0.978	0.000
6.881	8.330	0.000
-4.588	4.318	0.000
-6.737	1.768	0.000
2.487	-2.046	1.000
-4.282	-3.040	1.000
-7.516	-4.882	0.000
-1.109	-9.783	0.000
0.783	4.749	1.000
-8.707	-5.952	0.000
8.110	9.440	0.000
8.031	8.880	0.000
-7.550	-9.545	0.000
8.354	-1.759	0.000
2.565	-2.045	1.000
3.195	-3.358	1.000
4.138	-6.608	0.000
4.527	-3.756	1.000
5.480	-5.958	0.000
-3.097	-1.998	1.000
8.155	4.588	0.000
-2.243	8.393	0.000
-6.433	2.743	0.000
2.944	-3.654	1.000
-8.465	-8.547	0.000
6.313	-0.258	0.000
-8.103	-2.647	0.000
-5.614	4.603	0.000
-5.278	-1.248	1.000
1.672	8.336	0.000
3.436	-5.317	0.000
-4.961	0.145	1.000
-0.071	0.134	1.000
6.756	5.313	0.000
-0.399	4.800	1.000
-4.991	1.728	1.000
-3.761	9.513	0.000
0.554	9.174	0.000
-0.638	-4.008	1.000
-3.577	-8.280	0.000
5.697	-8.438	0.000
-8.198	0.986	0.000
7.490	-7.090	0.000
0.073	0.586	1.000
9.704	-7.993	0.000
-6.979	7.917	0.000
6.164	2.829	0.000
-1.419	0.185	1.000
3.197	5.180	0.000
0.513	-8.973	0.000
4.266	7.154	0.000
6.550	0.313	0.000
-7.935	-3.237	0.000
5.370	9.295	0.000
4.658	5.822	0.000
-9.932	3.504	0.000
-2.725	6.633	0.000
2.932	0.465	1.000
3.705	-1.793	1.000
-1.891	4.734	1.000
-6.101	-3.376	0.000
-1.038	-5.947	0.000
-5.015	7.702	0.000
-4.301	-6.220	0.000
5.992	0.628	0.000
4.705	0.373	1.000
8.658	3.688	0.000
-2.519	3.084	1.000
-2.339	1.399	1.000
-1.957	1.917	1.000
-6.176	4.896	0.000
-0.030	8.949	0.000
-3.064	-7.958	0.000
-1.288	6.209	0.000
-3.031	-6.034	0.000
-2.569	6.660	0.000
1.643	-5.355	1.000
-7.450	6.275	0.000
9.990	-0.943	0.000
-4.867	5.303	0.000
3.491	-7.446	0.000
4.619	-5.479	0.000
6.167	-8.187	0.000
-7.208	3.568	0.000
5.661	3.318	0.000
2.195	-8.687	0.000
-0.034	-5.265	1.000
-8.010	-9.558	0.000
-5.458	4.501	0.000
-1.774	-6.221	0.000
-6.461	-3.674	0.000
6.511	-7.369	0.000
7.959	-0.505	0.000
3.112	8.087	0.000
-0.655	4.715	1.000
-9.805	8.546	0.000
-7.854	-6.355	0.000
6.453	-7.802	0.000
-2.604	-0.019	1.000
-8.772	9.906	0.000
-3.764	-9.855	0.000
-1.198	8.988	0.000
-2.549	6.323	0.000
-5.902	4.610	0.000
3.375	4.734	1.000
4.983	2.700	1.000
4.732	-2.118	1.000
8.806	-1.560	0.000
6.556	-9.381	0.000
-5.331	9.720	0.000
1.460	-0.969	1.000
-4.800	4.171	0.000
8.413	-1.539	0.000
-1.767	-7.186	0.000
6.161	-3.987	0.000
5.901	-3.734	0.000
7.757	-3.221	0.000
2.658	-2.734	1.000
-4.499	-0.426	1.000
-0.330	-6.267	0.000
7.710	-5.588	0.000
-5.861	-0.039	1.000
-9.067	1.548	0.000
-4.428	-4.295	0.000
-9.073	-5.020	0.000
-5.722	8.825	0.000
3.483	-0.936	1.000
2.177	5.967	0.000
-0.821	-3.059	1.000
2.463	-1.102	1.000
6.867	-6.365	0.000
3.734	4.779	0.000
-5.957	-3.807	0.000
-6.901	1.513	0.000
-1.918	-0.074	1.000
2.337	-6.634	0.000
-5.676	4.448	0.000
4.751	-7.219	0.000
5.459	9.732	0.000
5.393	-4.195	0.000
-5.120	3.502	0.000
-6.808	4.002	0.000
6.986	-0.001	0.000
2.973	4.056	1.000
8.566	-5.008	0.000
0.247	1.285	1.000
-7.403	-9.196	0.000
-7.099	-9.518	0.000
-7.039	5.365	0.000
-5.886	3.881	0.000
0.894	-2.137	1.000
-6.056	-2.561	0.000
-1.876	6.195	0.000
8.473	8.136	0.000
3.949	-6.544	0.000
8.600	9.097	0.000
2.904	4.512	1.000
2.073	-5.786	0.000
-2.156	-5.280	1.000
2.544	-8.404	0.000
-6.274	-4.257	0.000
9.541	2.816	0.000
5.359	-6.390	0.000
-2.013	4.749	1.000
-2.353	3.826	1.000
2.558	-8.374	0.000
8.094	-1.245	0.000
-3.958	5.530	0.000
2.958	2.447	1.000
9.066	4.161	0.000
5.783	-5.685	0.000
-6.311	9.659	0.000
1.685	-0.126	1.000
-3.615	-0.799	1.000
-1.989	7.745	0.000
-1.408	0.580	1.000
-3.704	-1.347	1.000
7.231	6.337	0.000
-2.532	6.447	0.000
4.137	-6.264	0.000
7.962	-9.718	0.000
9.789	-5.343	0.000
-3.487	-5.013	0.000
-0.728	4.604	1.000
-0.233	-5.096	1.000
-5.956	9.075	0.000
-2.305	-3.858	1.000
4.222	-2.832	1.000
-4.469	-8.575	0.000
4.273	9.560	0.000
1.423	0.087	1.000
-9.411	-7.470	0.000
-2.357	-5.453	1.000
-2.314	2.217	1.000
-5.945	9.629	0.000
-9.045	-8.126	0.000
8.406	3.101	0.000
-4.497	-9.351	0.000
5.766	7.506	0.000
-4.003	7.845	0.000
2.365	-3.837	1.000
-9.762	8.343	0.000
7.658	-8.549	0.000
-5.201	2.067	1.000
4.300	-7.905	0.000
-5.485	1.059	1.000
-0.419	2.841	1.000
0.008	-6.641	0.000
-2.929	-9.254	0.000
-7.715	0.038	0.000
9.501	3.858	0.000
6.446	6.986	0.000
-4.007	0.039	1.000
-3.966	9.795	0.000
-7.492	9.444	0.000
8.727	-2.082	0.000
-5.174	-4.523	0.000
5.371	0.646	1.000
-4.033	7.045	0.000
1.846	-1.816	1.000
-4.880	0.716	1.000
-8.708	1.367	0.000
-6.772	-5.136	0.000
-0.540	-9.506	0.000
-6.717	3.708	0.000
-4.541	4.180	0.000
-3.074	6.119	0.000
-0.554	9.257	0.000
8.610	0.177	0.000
-1.136	0.408	1.000
-3.559	5.383	0.000
2.661	4.880	1.000
-6.863	-0.227	0.000
-5.548	-6.218	0.000
8.130	-6.741	0.000
4.335	-8.675	0.000
-5.473	1.617	1.000
3.293	5.973	0.000
3.005	2.208	1.000
-4.514	6.428	0.000
6.242	7.978	0.000
5.185	9.612	0.000
6.891	-8.918	0.000
-1.455	-3.755	1.000
-6.088	-7.537	0.000
-0.853	-4.006	1.000
-2.589	-1.251	1.000
-6.712	6.048	0.000
-7.338	8.417	0.000
-0.953	-9.466	0.000
6.000	4.255	0.000
-6.943	-4.405	0.000
-7.175	4.636	0.000
0.930	-6.849	0.000
-4.120	1.858	1.000
9.189	2.173	0.000
3.096	-6.620	0.000
4.846	-1.732	1.000
-5.676	5.192	0.000
6.814	6.744	0.000
2.062	2.222	1.000
-7.012	0.101	0.000
-5.447	6.918	0.000
-2.877	5.579	0.000
6.216	-8.107	0.000
5.852	9.763	0.000
8.223	-0.830	0.000
-1.835	1.189	1.000
7.156	-4.380	0.000
9.071	-2.885	0.000
-5.135	8.677	0.000
0.830	-8.811	0.000
-9.264	7.051	0.000
-5.511	0.375	1.000
-9.674	-5.353	0.000
-9.722	-9.986	0.000
6.665	-4.631	0.000
-7.402	-9.883	0.000
-1.686	2.966	1.000
-4.198	5.969	0.000
8.063	6.626	0.000
-7.820	-4.939	0.000
9.499	-3.370	0.000
5.950	4.321	0.000
7.266	-3.873	0.000
-1.934	-0.784	1.000
-4.828	-8.957	0.000
-0.313	1.995	1.000
-7.022	-4.958	0.000
-0.156	-7.298	0.000
8.093	3.171	0.000
4.118	1.349	1.000
0.790	-3.587	1.000
